Time,V1,V2,V3
52.56,-13.3742,-16.8181,29.5253
52.58,-13.9038,-15.6821,32.3329
52.6,-14.062,-13.8258,34.6934
52.62,-13.8027,-11.4548,36.3364
52.64,-13.1362,-8.8754,37.1223
52.66,-12.1286,-6.4035,37.0731
52.68,-10.8853,-4.2785,36.3398
52.7,-9.5251,-2.6216,35.1321
52.72,-8.1566,-1.4457,33.6524
52.74,-6.8639,-0.6925,32.0571
52.76,-5.7015,-0.2725,30.4488
52.78,-4.6977,-0.0943,28.8844
52.8,-3.8599,-0.0795,27.3906
52.82,-3.1818,-0.1684,25.976
52.84,-2.649,-0.3191,24.6403
52.86,-2.2436,-0.5048,23.38
52.88,-1.9474,-0.71,22.1903
52.9,-1.7433,-0.9277,21.067
52.92,-1.6168,-1.1567,20.0068
52.94,-1.5559,-1.3998,19.0071
52.96,-1.5519,-1.6627,18.0661
52.98,-1.5986,-1.9528,17.1831
53,-1.6928,-2.2796,16.3584
53.02,-1.8334,-2.6538,15.5933
53.04,-2.0218,-3.0877,14.891
53.06,-2.2613,-3.5953,14.2568
53.08,-2.5576,-4.1925,13.6989
53.1,-2.9181,-4.8968,13.2294
53.12,-3.3525,-5.7273,12.8663
53.14,-3.8721,-6.7037,12.635
53.16,-4.4896,-7.8447,12.5706
53.18,-5.2186,-9.1643,12.7213
53.2,-6.0718,-10.6661,13.1506
53.22,-7.0586,-12.3343,13.9385
53.24,-8.1809,-14.1193,15.1794
53.26,-9.4269,-15.9213,16.9712
53.28,-10.7627,-17.5728,19.3918
53.3,-12.1232,-18.8322,22.4581
53.32,-13.4056,-19.4048,26.0703
53.34,-14.4724,-19.0092,29.9648
53.36,-15.1694,-17.4872,33.714
53.38,-15.3625,-14.9134,36.8134
53.4,-14.9804,-11.6259,38.8439
53.42,-14.0439,-8.129,39.6253
53.44,-12.6633,-4.9128,39.2594
53.46,-11.0032,-2.301,38.0433
53.48,-9.2374,-0.4049,36.3261
53.5,-7.5118,0.8287,34.3993
53.52,-5.9268,1.5367,32.455
53.54,-4.5379,1.873,30.5946
53.56,-3.3638,1.9726,28.8575
53.58,-2.3983,1.9384,27.2494
53.6,-1.6206,1.8424,25.7606
53.62,-1.0033,1.7317,24.3775
53.64,-0.517,1.635,23.0868
53.66,-0.1336,1.5686,21.8779
53.68,0.1718,1.5415,20.7424
53.7,0.4209,1.5578,19.6742
53.72,0.6321,1.6199,18.6688
53.74,0.8207,1.7296,17.723
53.76,0.9996,1.8891,16.8346
53.78,1.1799,2.1019,16.0026
53.8,1.3715,2.3733,15.2271
53.82,1.5836,2.7105,14.5093
53.84,1.8253,3.123,13.8525
53.86,2.1059,3.6229,13.262
53.88,2.4356,4.2249,12.7466
53.9,2.8256,4.9462,12.3193
53.92,3.2883,5.8061,11.9992
53.94,3.8376,6.8255,11.8138
53.96,4.4886,8.0239,11.8018
53.98,5.2569,9.4164,12.016
54,6.1569,11.0066,12.5267
54.02,7.1992,12.7754,13.4233
54.04,8.3859,14.6659,14.8107
54.06,9.7031,16.5627,16.7974
54.08,11.1113,18.2727,19.4665
54.1,12.5357,19.5198,22.8264
54.12,13.8587,19.9733,26.7463
54.14,14.9253,19.3331,30.905
54.16,15.5674,17.4606,34.8046
54.18,15.6469,14.4973,37.8889
54.2,15.1048,10.873,39.7399
54.22,13.9873,7.1642,40.2349
54.24,12.4336,3.8806,39.5598
54.26,10.6311,1.3156,38.0792
54.28,8.7639,-0.4715,36.1733
54.3,6.9768,-1.5807,34.1325
54.32,5.3632,-2.1784,32.1318
54.34,3.9684,-2.4318,30.2531
54.36,2.8016,-2.4784,28.5205
54.38,1.8491,-2.4186,26.929
54.4,1.0845,-2.3204,25.4634
54.42,0.4764,-2.2268,24.107
54.44,-0.0071,-2.1635,22.8453
54.46,-0.3955,-2.1452,21.6676
54.48,-0.7151,-2.1798,20.5659
54.5,-0.9883,-2.2718,19.5349
54.52,-1.2344,-2.4246,18.5712
54.54,-1.4694,-2.6417,17.6734
54.56,-1.7076,-2.9278,16.8417
54.58,-1.9615,-3.2893,16.078
54.6,-2.2425,-3.7348,15.3866
54.62,-2.5621,-4.2754,14.7747
54.64,-2.9317,-4.924,14.2532
54.66,-3.3631,-5.6957,13.8381
54.68,-3.8691,-6.6067,13.5523
54.7,-4.4626,-7.6722,13.4273
54.72,-5.1572,-8.9039,13.5059
54.74,-5.9651,-10.3048,13.8446
54.76,-6.8953,-11.8608,14.5139
54.78,-7.9505,-13.5299,15.597
54.8,-9.1213,-15.227,17.1813
54.82,-10.3795,-16.8098,19.3387
54.84,-11.6699,-18.0712,22.093
54.86,-12.905,-18.7536,25.3735
54.88,-13.965,-18.5984,28.9718
54.9,-14.7116,-17.4349,32.5322
54.92,-15.017,-15.2773,35.6094
54.94,-14.8004,-12.3717,37.7967
54.96,-14.0588,-9.1397,38.8664
54.98,-12.8715,-6.0362,38.8369
55,-11.3771,-3.4042,37.9276
55.02,-9.7347,-1.4053,36.4444
55.04,-8.0879,-0.0382,34.6707
55.06,-6.5435,0.797,32.8122
55.08,-5.1669,1.2352,30.9903
55.1,-3.9873,1.405,29.2623
55.12,-3.0075,1.4103,27.6466
55.14,-2.2136,1.3269,26.1413
55.16,-1.5829,1.2061,24.737
55.18,-1.0892,1.0802,23.4227
55.2,-0.7068,0.968,22.1885
55.22,-0.4119,0.8794,21.0262
55.24,-0.1839,0.8188,19.9293
55.26,-0.0055,0.7874,18.8928
55.28,0.1375,0.7851,17.9127
55.3,0.2569,0.8113,16.9855
55.32,0.3621,0.8659,16.1084
55.34,0.4608,0.9493,15.279
55.36,0.5595,1.0631,14.4955
55.38,0.664,1.2101,13.7562
55.4,0.7797,1.3947,13.0601
55.42,0.9118,1.6225,12.4066
55.44,1.0659,1.9014,11.7961
55.46,1.2482,2.241,11.2301
55.48,1.4656,2.6535,10.7114
55.5,1.7263,3.1538,10.2452
55.52,2.0401,3.7599,9.8398
55.54,2.4184,4.493,9.5076
55.56,2.8748,5.3777,9.2679
55.58,3.4252,6.4414,9.1487
55.6,4.0876,7.7122,9.1907
55.62,4.8818,9.2158,9.452
55.64,5.8278,10.9681,10.0131
55.66,6.9429,12.9624,10.9812
55.68,8.2367,15.1501,12.4903
55.7,9.7019,17.4115,14.6909
55.72,11.3018,19.5244,17.7172
55.74,12.9546,21.1438,21.6232
55.76,14.5207,21.8267,26.2864
55.78,15.8041,21.1419,31.3173
55.8,16.5826,18.867,36.0568
55.82,16.6692,15.1806,39.7436
55.84,15.9846,10.6858,41.8169
55.86,14.5967,6.1844,42.1594
55.88,12.6986,2.3428,41.0926
55.9,10.5384,-0.5122,39.1532
55.92,8.3465,-2.38,36.8453
55.94,6.2918,-3.449,34.5126
55.96,4.4715,-3.9603,32.3314
55.98,2.9236,-4.1287,30.3622
56,1.6446,-4.1161,28.6037
56.02,0.6077,-4.0329,27.0304
56.04,-0.2253,-3.9492,25.6131
56.06,-0.8955,-3.907,24.3267
56.08,-1.4425,-3.9303,23.1532
56.1,-1.9018,-4.0326,22.0809
56.12,-2.3043,-4.2211,21.1034
56.14,-2.6766,-4.5008,20.219
56.16,-3.0409,-4.8755,19.4299
56.18,-3.4163,-5.3497,18.7422
56.2,-3.8194,-5.9284,18.1659
56.22,-4.2644,-6.6167,17.716
56.24,-4.7642,-7.4191,17.4127
56.26,-5.3297,-8.3375,17.2825
56.28,-5.9698,-9.3679,17.359
56.3,-6.6902,-10.4971,17.6823
56.32,-7.4919,-11.6965,18.2975
56.34,-8.3685,-12.9159,19.2502
56.36,-9.3032,-14.0778,20.5773
56.38,-10.2655,-15.074,22.2933
56.4,-11.2079,-15.7703,24.3711
56.42,-12.0664,-16.0236,26.7229
56.44,-12.7638,-15.7135,29.1897
56.46,-13.2208,-14.7837,31.551
56.48,-13.3708,-13.2771,33.5624
56.5,-13.1776,-11.3436,35.014
56.52,-12.6464,-9.2085,35.7856
56.54,-11.8247,-7.1132,35.8722
56.56,-10.7918,-5.2539,35.3677
56.58,-9.641,-3.7469,34.4215
56.6,-8.462,-2.6272,33.1909
56.62,-7.3282,-1.869,31.8088
56.64,-6.2919,-1.4136,30.3716
56.66,-5.384,-1.193,28.9403
56.68,-4.6175,-1.1441,27.5496
56.7,-3.9931,-1.2156,26.2166
56.72,-3.5031,-1.37,24.9486
56.74,-3.1355,-1.5819,23.7477
56.76,-2.8772,-1.8366,22.6138
56.78,-2.7152,-2.1272,21.5468
56.8,-2.6386,-2.4529,20.5467
56.82,-2.6384,-2.8175,19.6146
56.84,-2.7086,-3.228,18.7529
56.86,-2.8454,-3.6938,17.9657
56.88,-3.048,-4.2264,17.2595
56.9,-3.3177,-4.8387,16.6437
56.92,-3.658,-5.5446,16.1315
56.94,-4.0744,-6.3581,15.7414
56.96,-4.5739,-7.2921,15.4982
56.98,-5.1643,-8.3561,15.4349
57,-5.853,-9.5527,15.5937
57.02,-6.6455,-10.8726,16.0271
57.04,-7.5431,-12.2866,16.7957
57.06,-8.5388,-13.7365,17.9637
57.08,-9.613,-15.1255,19.5868
57.1,-10.7277,-16.3119,21.6921
57.12,-11.8224,-17.1144,24.2498
57.14,-12.8127,-17.3371,27.1426
57.16,-13.5963,-16.8188,30.1491
57.18,-14.0686,-15.498,32.9616
57.2,-14.1465,-13.464,35.25
57.22,-13.7929,-10.9582,36.7553
57.24,-13.0306,-8.31,37.3677
57.26,-11.9386,-5.8373,37.1449
57.28,-10.6313,-3.7629,36.2652
57.3,-9.2308,-2.1843,34.9507
57.32,-7.8443,-1.0925,33.4029
57.34,-6.5514,-0.4148,31.7702
57.36,-5.4013,-0.0551,30.1453
57.38,-4.4168,0.0796,28.5772
57.4,-3.6013,0.066,27.0866
57.42,-2.9453,-0.0388,25.6785
57.44,-2.4325,-0.1956,24.3507
57.46,-2.044,-0.3799,23.0984
57.48,-1.7608,-0.5781,21.9163
57.5,-1.5656,-0.7843,20.8
57.52,-1.4439,-0.9981,19.7457
57.54,-1.3839,-1.2226,18.7506
57.56,-1.3769,-1.4634,17.8128
57.58,-1.4169,-1.7279,16.9309
57.6,-1.5006,-2.0248,16.1048
57.62,-1.6267,-2.3645,15.3351
57.64,-1.7964,-2.7585,14.6239
57.66,-2.0129,-3.22,13.9751
57.68,-2.2813,-3.7642,13.3951
57.7,-2.6088,-4.4082,12.8937
57.72,-3.0044,-5.1709,12.4856
57.74,-3.4794,-6.0729,12.1917
57.76,-4.0464,-7.1349,12.042
57.78,-4.7196,-8.3759,12.0782
57.8,-5.5136,-9.8081,12.3565
57.82,-6.4412,-11.4297,12.951
57.84,-7.5105,-13.2133,13.9533
57.86,-8.7193,-15.0888,15.468
57.88,-10.0477,-16.9242,17.5965
57.9,-11.4484,-18.509,20.4041
57.92,-12.8369,-19.5562,23.8671
57.94,-14.0878,-19.7434,27.8113
57.96,-15.0436,-18.8084,31.8744
57.98,-15.544,-16.6801,35.5442
58,-15.4705,-13.5713,38.2972
58.02,-14.7906,-9.9508,39.7894
58.04,-13.5741,-6.379,39.9791
58.06,-11.9723,-3.3082,39.1002
58.08,-10.1709,-0.9676,37.5213
58.1,-8.3426,0.6274,35.5961
58.12,-6.6178,1.5941,33.5815
58.14,-5.0764,2.0973,31.6255
58.16,-3.754,2.2943,29.7939
58.18,-2.6542,2.3108,28.1032
58.2,-1.7602,2.2375,26.5465
58.22,-1.045,2.1349,25.1086
58.24,-0.4778,2.0409,23.7741
58.26,-0.0277,1.978,22.5299
58.28,0.3334,1.9587,21.3659
58.3,0.6301,1.9897,20.2749
58.32,0.8837,2.0748,19.252
58.34,1.112,2.2169,18.2939
58.36,1.3303,2.4191,17.399
58.38,1.5516,2.6859,16.567
58.4,1.7878,3.0237,15.7993
58.42,2.0496,3.4407,15.0994
58.44,2.3478,3.9477,14.4733
58.46,2.6932,4.5578,13.9301
58.48,3.0976,5.2865,13.4839
58.5,3.5731,6.1508,13.1548
58.52,4.1332,7.1679,12.9709
58.54,4.7917,8.3532,12.9713
58.56,5.5622,9.7157,13.2082
58.58,6.4564,11.251,13.7492
58.6,7.4811,12.9314,14.6771
58.62,8.6333,14.6905,16.0849
58.64,9.894,16.4073,18.0609
58.66,11.219,17.8926,20.6605
58.68,12.5318,18.8914,23.8606
58.7,13.7196,19.1182,27.5076
58.72,14.6414,18.3373,31.286
58.74,15.1525,16.4719,34.7465
58.76,15.1423,13.6878,37.4192
58.78,14.573,10.3789,38.9736
58.8,13.4968,7.0396,39.3327
58.82,12.0421,4.0939,38.6686
58.84,10.3745,1.7828,37.2934
58.86,8.6547,0.1552,35.5289
58.88,7.0098,-0.8714,33.6244
58.9,5.5224,-1.4367,31.7349
58.92,4.234,-1.6838,29.9376
58.94,3.1545,-1.7324,28.2598
58.96,2.2732,-1.672,26.7024
58.98,1.5678,-1.5639,25.2554
59,1.0111,-1.4474,23.9062
59.02,0.5753,-1.3462,22.6433
59.04,0.2343,-1.2734,21.4572
59.06,-0.0349,-1.2354,20.3405
59.08,-0.2519,-1.2352,19.2876
59.1,-0.4332,-1.2741,18.2943
59.12,-0.5924,-1.3528,17.3574
59.14,-0.7408,-1.4727,16.4743
59.16,-0.8881,-1.6364,15.6433
59.18,-1.0428,-1.8479,14.8636
59.2,-1.2127,-2.1127,14.1351
59.22,-1.4054,-2.4389,13.4589
59.24,-1.6288,-2.8364,12.8378
59.26,-1.8914,-3.3179,12.2764
59.28,-2.2028,-3.8989,11.7825
59.3,-2.5737,-4.5974,11.3679
59.32,-3.0167,-5.4346,11.0502
59.34,-3.5459,-6.4332,10.8551
59.36,-4.1771,-7.6166,10.8192
59.38,-4.9274,-9.005,10.9936
59.4,-5.8136,-10.6096,11.4481
59.42,-6.8498,-12.4222,12.2738
59.44,-8.0431,-14.399,13.5828
59.46,-9.3865,-16.4388,15.4988
59.48,-10.8483,-18.3582,18.132
59.5,-12.3604,-19.8768,21.5295
59.52,-13.8083,-20.634,25.603
59.54,-15.0304,-20.2666,30.0579
59.56,-15.8398,-18.553,34.379
59.58,-16.069,-15.5682,37.9367
59.6,-15.6275,-11.7353,40.2063
59.62,-14.5415,-7.6938,40.9794
59.64,-12.9493,-4.0497,40.4169
59.66,-11.0539,-1.1756,38.9179
59.68,-9.0624,0.8337,36.9212
59.7,-7.1416,2.0801,34.7685
59.72,-5.4,2.7509,32.6656
59.74,-3.8912,3.0372,30.7071
59.76,-2.6273,3.0959,28.9185
59.78,-1.594,3.041,27.2915
59.8,-0.7623,2.9492,25.8063
59.82,-0.0975,2.8685,24.4425
59.84,0.4356,2.8277,23.183
59.86,0.8697,2.8433,22.0155
59.88,1.234,2.9244,20.9314
59.9,1.5536,3.0767,19.926
59.92,1.8499,3.3045,18.9969
59.94,2.1411,3.6124,18.1447
59.96,2.4434,4.0063,17.3723
59.98,2.7708,4.4937,16.6857
60,3.1368,5.084,16.0944
60.02,3.5539,5.788,15.6124
60.04,4.0345,6.6172,15.2596
60.06,4.591,7.5826,15.0631
60.08,5.2349,8.6912,15.059
60.1,5.9765,9.9428,15.294
60.12,6.823,11.3231,15.8254
60.14,7.7757,12.7955,16.7193
60.16,8.826,14.29,18.0436
60.18,9.9503,15.693,19.8539
60.2,11.1042,16.8427,22.169
60.22,12.218,17.5382,24.9384
60.24,13.1971,17.573,28.0106
60.26,13.9304,16.7956,31.1219
60.28,14.3105,15.1803,33.9286
60.3,14.2606,12.8722,36.0897
60.32,13.7589,10.1679,37.3703
60.34,12.8492,7.428,37.7115
60.36,11.63,4.967,37.2263
60.38,10.228,2.9781,36.1321
60.4,8.7694,1.5207,34.6656
60.42,7.3581,0.5538,33.0235
60.44,6.0662,-0.0149,31.3406
60.46,4.9344,-0.2903,29.6948
60.48,3.9779,-0.3661,28.1232
60.5,3.1937,-0.3163,26.6383
60.52,2.5681,-0.1939,25.2402
60.54,2.082,-0.0341,23.924
60.56,1.7148,0.1417,22.6834
60.58,1.4465,0.3224,21.5123
60.6,1.2597,0.5036,20.4059
60.62,1.1397,0.6856,19.3599
60.64,1.0747,0.8716,18.3711
60.66,1.056,1.0667,17.437
60.68,1.0773,1.2774,16.5557
60.7,1.1351,1.5114,15.7258
60.72,1.2277,1.7773,14.9468
60.74,1.3554,2.0848,14.219
60.76,1.5205,2.445,13.5439
60.78,1.7268,2.8708,12.9244
60.8,1.9803,3.3768,12.3657
60.82,2.2883,3.9802,11.8762
60.84,2.6605,4.7004,11.4683
60.86,3.1084,5.5591,11.1605
60.88,3.6456,6.5797,10.9796
60.9,4.2874,7.7853,10.9637
60.92,5.0503,9.1952,11.1659
60.94,5.9505,10.8186,11.6576
60.96,7.001,12.6433,12.532
60.98,8.2072,14.6196,13.9018
61,9.5592,16.6378,15.8887
61.02,11.0214,18.5048,18.5957
61.04,12.5208,19.932,22.0554
61.06,13.9379,20.5586,26.1573
61.08,15.1086,20.0364,30.582
61.1,15.848,18.1771,34.8001
61.12,15.9976,15.0973,38.192
61.14,15.4808,11.2484,40.27
61.16,14.338,7.2684,40.8722
61.18,12.7154,3.7344,40.1919
61.2,10.8167,0.9819,38.6344
61.22,8.8434,-0.9214,36.6252
61.24,6.9542,-2.0889,34.4866
61.26,5.2502,-2.7078,32.4086
61.28,3.7795,-2.9635,30.476
61.3,2.5509,-3.0065,28.71
61.32,1.5483,-2.9453,27.1011
61.34,0.7424,-2.8521,25.6298
61.36,0.0988,-2.7723,24.2764
61.38,-0.4172,-2.7331,23.0247
61.4,-0.8377,-2.7498,21.8628
61.42,-1.1909,-2.8309,20.7827
61.44,-1.5012,-2.9818,19.7797
61.46,-1.7895,-3.2067,18.8517
61.48,-2.0736,-3.5101,17.9989
61.5,-2.369,-3.898,17.2243
61.52,-2.6896,-4.3781,16.5334
61.54,-3.0486,-4.96,15.9355
61.56,-3.4584,-5.6549,15.4439
61.58,-3.9313,-6.4749,15.0779
61.6,-4.4799,-7.4315,14.864
61.62,-5.1159,-8.5335,14.8376
61.64,-5.8502,-9.7825,15.0448
61.66,-6.6908,-11.1671,15.5429
61.68,-7.6403,-12.6541,16.3991
61.7,-8.692,-14.1778,17.6841
61.72,-9.8245,-15.6289,19.4588
61.74,-10.9957,-16.8476,21.7508
61.76,-12.1381,-17.6307,24.521
61.78,-13.1574,-17.7626,27.6291
61.8,-13.9409,-17.0746,30.8177
61.82,-14.376,-15.5201,33.7386
61.84,-14.378,-13.2275,36.0333
61.86,-13.9169,-10.4891,37.4424
61.88,-13.0305,-7.6768,37.8846
61.9,-11.8151,-5.1249,37.4622
61.92,-10.3997,-3.0466,36.3939
61.94,-8.915,-1.514,34.9263
61.96,-7.4706,-0.4911,33.2675
61.98,-6.1431,0.1157,31.5615
62,-4.9767,0.415,29.8918
62.02,-3.9884,0.5054,28.2983
62.04,-3.1761,0.4646,26.7943
62.06,-2.5262,0.3489,25.3799
62.08,-2.019,0.1957,24.0496
62.1,-1.6332,0.0277,22.7965
62.12,-1.3481,-0.1427,21.6141
62.14,-1.1453,-0.3102,20.497
62.16,-1.0094,-0.4744,19.4407
62.18,-0.9277,-0.638,18.4414
62.2,-0.8908,-0.8053,17.4964
62.22,-0.8916,-0.9821,16.6031
62.24,-0.9258,-1.1749,15.7599
62.26,-0.9908,-1.391,14.9653
62.28,-1.086,-1.6387,14.2186
62.3,-1.2125,-1.9274,13.52
62.32,-1.3731,-2.2677,12.8705
62.34,-1.5721,-2.6721,12.2728
62.36,-1.8154,-3.155,11.7314
62.38,-2.1108,-3.7333,11.2536
62.4,-2.4679,-4.4266,10.8508
62.42,-2.8985,-5.257,10.5399
62.44,-3.4163,-6.249,10.3459
62.46,-4.0372,-7.4278,10.3044
62.48,-4.7785,-8.8163,10.466
62.5,-5.6581,-10.4294,10.8999
62.52,-6.6916,-12.2638,11.6984
62.54,-7.8884,-14.282,12.9766
62.56,-9.2445,-16.3893,14.8653
62.58,-10.7318,-18.4073,17.487
62.6,-12.2856,-20.0541,20.9072
62.62,-13.7926,-20.9552,25.0586
62.64,-15.0885,-20.7172,29.6599
62.66,-15.9771,-19.0774,34.1888
62.68,-16.2764,-16.0767,37.9795
62.7,-15.8805,-12.1342,40.4534
62.72,-14.8055,-7.9215,41.3578
62.74,-13.1894,-4.095,40.8419
62.76,-11.2437,-1.0679,39.3238
62.78,-9.1876,1.0477,37.274
62.8,-7.1989,2.3567,35.061
62.82,-5.3935,3.0581,32.906
62.84,-3.8289,3.356,30.9091
62.86,-2.5182,3.4173,29.0954
62.88,-1.4464,3.3626,27.4547
62.9,-0.583,3.2723,25.9644
62.92,0.1083,3.197,24.6019
62.94,0.6645,3.1666,23.3488
62.96,1.12,3.1981,22.1919
62.98,1.5052,3.3012,21.1228
63,1.8465,3.4817,20.1366
63.02,2.1662,3.7442,19.2321
63.04,2.4836,4.0934,18.4106
63.06,2.8154,4.5353,17.677
63.08,3.1763,5.0773,17.0392
63.1,3.5801,5.7279,16.5094
63.12,4.0396,6.4968,16.1052
63.14,4.5669,7.3927,15.8505
63.16,5.1735,8.4218,15.777
63.18,5.8692,9.5837,15.9256
63.2,6.661,10.8666,16.3465
63.22,7.5509,12.2398,17.0975
63.24,8.5326,13.6449,18.2393
63.26,9.5869,14.9868,19.8231
63.28,10.6769,16.1284,21.8724
63.3,11.7441,16.8963,24.3554
63.32,12.7073,17.1046,27.1574
63.34,13.4688,16.6015,30.0659
63.36,13.929,15.33,32.7881
63.38,14.0087,13.3746,35.0103
63.4,13.6725,10.9622,36.4853
63.42,12.9414,8.4042,37.1049
63.44,11.8897,6.0032,36.9179
63.46,10.6261,3.9755,36.0893
63.48,9.2675,2.4197,34.8285
63.5,7.9177,1.3332,33.3286
63.52,6.6548,0.6506,31.7349
63.54,5.5279,0.282,30.1397
63.56,4.5607,0.1386,28.5936
63.58,3.7581,0.1464,27.1192
63.6,3.1119,0.2496,25.7235
63.62,2.6074,0.4096,24.4055
63.64,2.2267,0.602,23.1615
63.66,1.9518,0.8134,21.9871
63.68,1.7663,1.038,20.8785
63.7,1.6563,1.2757,19.8325
63.72,1.6108,1.5298,18.847
63.74,1.6217,1.8067,17.9205
63.76,1.6835,2.1144,17.0527
63.78,1.7935,2.4628,16.2443
63.8,1.9515,2.8633,15.4976
63.82,2.1593,3.3288,14.8165
63.84,2.421,3.874,14.2073
63.86,2.7428,4.5153,13.6801
63.88,3.133,5.2707,13.2493
63.9,3.6016,6.1595,12.9356
63.92,4.1603,7.2007,12.7682
63.94,4.8222,8.411,12.7874
63.96,5.6001,9.8001,13.0471
63.98,6.5054,11.3638,13.617
64,7.5443,13.073,14.5824
64.02,8.7133,14.8585,16.039
64.04,9.9918,16.5941,18.077
64.06,11.3336,18.0827,20.751
64.08,12.6585,19.0602,24.0324
64.1,13.8495,19.234,27.7559
64.12,14.7612,18.3683,31.5885
64.14,15.2466,16.3981,35.0639
64.16,15.1961,13.5112,37.7047
64.18,14.5772,10.1252,39.1879
64.2,13.4502,6.7484,39.4571
64.22,11.9507,3.8034,38.7065
64.24,10.2492,1.5191,37.263
64.26,8.5078,-0.0704,35.453
64.28,6.8523,-1.059,33.5228
64.3,5.3625,-1.5928,31.6219
64.32,4.077,-1.8172,29.8221
64.34,3.0032,-1.8519,28.1469
64.36,2.1284,-1.7851,26.5945
64.38,1.4289,-1.6768,25.1537
64.4,0.8765,-1.5651,23.8113
64.42,0.443,-1.4729,22.5554
64.44,0.1019,-1.4126,21.3765
64.46,-0.17,-1.3908,20.2674
64.48,-0.3925,-1.4102,19.2226
64.5,-0.5821,-1.4726,18.238
64.52,-0.7529,-1.5792,17.3106
64.54,-0.9163,-1.7322,16.4385
64.56,-1.0824,-1.935,15.6204
64.58,-1.2602,-2.1928,14.8562
64.6,-1.4582,-2.5126,14.1469
64.62,-1.6848,-2.9038,13.4949
64.64,-1.9489,-3.3784,12.9051
64.66,-2.26,-3.9507,12.3849
64.68,-2.629,-4.6382,11.9458
64.7,-3.068,-5.4604,11.6052
64.72,-3.5908,-6.4391,11.3879
64.74,-4.2126,-7.5959,11.3292
64.76,-4.9496,-8.9496,11.4784
64.78,-5.8176,-10.5098,11.9021
64.8,-6.8301,-12.2678,12.6869
64.82,-7.9932,-14.1811,13.9384
64.84,-9.2997,-16.153,15.7729
64.86,-10.7195,-18.011,18.2931
64.88,-12.188,-19.4921,21.5432
64.9,-13.5974,-20.2589,25.443
64.92,-14.7959,-19.969,29.7217
64.94,-15.6069,-18.4055,33.9031
64.96,-15.8698,-15.6203,37.3973
64.98,-15.4931,-11.9893,39.6972
65,-14.4931,-8.1031,40.5775
65.02,-12.9928,-4.5423,40.1577
65.04,-11.1811,-1.6842,38.7951
65.06,-9.2566,0.353,36.9038
65.08,-7.3836,1.646,34.8195
65.1,-5.6723,2.3636,32.7537
65.12,-4.1807,2.6873,30.8097
65.14,-2.9252,2.7706,29.0212
65.16,-1.8956,2.7275,27.3857
65.18,-1.0659,2.6356,25.8869
65.2,-0.4037,2.5447,24.5061
65.22,0.1245,2.4849,23.2271
65.24,0.5505,2.4733,22.0375
65.26,0.9024,2.5196,20.9285
65.28,1.2048,2.6292,19.8946
65.3,1.4786,2.8063,18.9325
65.32,1.7414,3.0547,18.0411
65.34,2.0087,3.3797,17.2216
65.36,2.2942,3.7882,16.4772
65.38,2.6104,4.2889,15.8142
65.4,2.9696,4.893,15.2421
65.42,3.3838,5.6132,14.7752
65.44,3.8655,6.4632,14.4338
65.46,4.4271,7.4564,14.2458
65.48,5.0813,8.6031,14.2491
65.5,5.8394,9.9063,14.493
65.52,6.7103,11.3549,15.0398
65.54,7.697,12.9142,15.9624
65.56,8.7926,14.5137,17.3387
65.58,9.9745,16.0344,19.236
65.6,11.197,17.3013,21.6847
65.62,12.3865,18.0908,24.6404
65.64,13.4401,18.1675,27.945
65.66,14.2349,17.3522,31.3096
65.68,14.65,15.6078,34.3487
65.7,14.5977,13.0952,36.6756
65.72,14.0531,10.1518,38.0266
65.74,13.0657,7.188,38.3434
65.76,11.7466,4.5547,37.7659
65.78,10.2377,2.4584,36.5481
65.8,8.6777,0.9508,34.9574
65.82,7.1783,-0.0264,33.2086
65.84,5.8146,-0.5843,31.4425
65.86,4.6269,-0.8418,29.7356
65.88,3.6276,-0.9025,28.1206
65.9,2.8105,-0.8455,26.6051
65.92,2.1583,-0.7269,25.1853
65.94,1.6486,-0.5829,23.853
65.96,1.258,-0.4354,22.5998
65.98,0.9642,-0.2963,21.4182
66,0.7477,-0.1706,20.3019
66.02,0.5919,-0.059,19.246
66.04,0.4834,0.0399,18.2464
66.06,0.4114,0.1291,17.2994
66.08,0.3681,0.212,16.4023
66.1,0.3474,0.2926,15.5522
66.12,0.3451,0.3746,14.7467
66.14,0.3585,0.4619,13.9836
66.16,0.3861,0.5585,13.2611
66.18,0.4274,0.6686,12.5772
66.2,0.4828,0.797,11.9305
66.22,0.5536,0.949,11.3196
66.24,0.6418,1.1307,10.7438
66.26,0.7503,1.3494,10.2026
66.28,0.8829,1.6141,9.6963
66.3,1.0446,1.9352,9.2259
66.32,1.2415,2.3259,8.7941
66.34,1.4812,2.8017,8.4053
66.36,1.7731,3.3816,8.0665
66.38,2.1288,4.0884,7.7893
66.4,2.562,4.9486,7.5908
66.42,3.0894,5.9927,7.4972
66.44,3.7302,7.2538,7.5471
66.46,4.5065,8.7647,7.7969
66.48,5.4414,10.5517,8.3268
66.5,6.5575,12.6224,9.2479
66.52,7.8712,14.9458,10.7053
66.54,9.3843,17.4204,12.8726
66.56,11.0702,19.834,15.9249
66.58,12.8554,21.8284,19.9735
66.6,14.6008,22.9043,24.9555
66.62,16.0958,22.5229,30.5067
66.64,17.0838,20.3317,35.9132
66.66,17.3295,16.4305,40.2671
66.68,16.7105,11.4638,42.8326
66.7,15.2781,6.3832,43.3926
66.72,13.2418,2.0198,42.2938
66.74,10.8873,-1.2059,40.1783
