Time,V1,V2,V3
24.24,-12.0626,-5.5965,37.5794
24.26,-10.6791,-3.4223,36.6202
24.28,-9.2023,-1.7876,35.2161
24.3,-7.7466,-0.6738,33.5851
24.32,-6.3952,0.0047,31.8835
24.34,-5.1981,0.3555,30.2052
24.36,-4.177,0.4799,28.5973
24.38,-3.3331,0.4597,27.0772
24.4,-2.6545,0.355,25.6469
24.42,-2.1224,0.2064,24.3017
24.44,-1.7158,0.0391,23.0349
24.46,-1.4138,-0.1328,21.8399
24.48,-1.1975,-0.3029,20.7111
24.5,-1.0511,-0.4701,19.6438
24.52,-0.9613,-0.6365,18.6344
24.54,-0.9183,-0.8064,17.6798
24.56,-0.9146,-0.9853,16.7775
24.58,-0.9453,-1.1798,15.9257
24.6,-1.0078,-1.3973,15.123
24.62,-1.1011,-1.646,14.3687
24.64,-1.2263,-1.9352,13.663
24.66,-1.3858,-2.2756,13.0069
24.68,-1.5839,-2.6797,12.4029
24.7,-1.8264,-3.1618,11.8556
24.72,-2.1209,-3.7387,11.3723
24.74,-2.477,-4.4298,10.9643
24.76,-2.9062,-5.2571,10.6484
24.78,-3.4223,-6.2449,10.4494
24.8,-4.0408,-7.4181,10.4027
24.82,-4.7791,-8.7992,10.5583
24.84,-5.6546,-10.403,10.985
24.86,-6.6829,-12.2262,11.7739
24.88,-7.8733,-14.2315,13.0388
24.9,-9.2217,-16.3255,14.909
24.92,-10.7005,-18.3323,17.5057
24.94,-12.2458,-19.9738,20.894
24.96,-13.7457,-20.8803,25.0086
24.98,-15.0382,-20.6628,29.5741
25,-15.9292,-19.0587,34.0768
25.02,-16.238,-16.1031,37.8594
25.04,-15.8579,-12.2037,40.3462
25.06,-14.8028,-8.0215,41.2794
25.08,-13.2068,-4.2082,40.7978
25.1,-11.2785,-1.1795,39.3102
25.12,-9.2355,0.9464,37.2824
25.14,-7.2552,2.2683,35.0824
25.16,-5.4545,2.9816,32.9333
25.18,-3.8918,3.2883,30.9375
25.2,-2.5815,3.3552,29.1223
25.22,-1.5091,3.303,27.4784
25.24,-0.6452,3.2129,25.984
25.26,0.0465,3.1355,24.6169
25.28,0.6024,3.1012,23.3588
25.3,1.0568,3.1275,22.1965
25.32,1.4401,3.2239,21.1212
25.34,1.7784,3.3964,20.1282
25.36,2.0941,3.6495,19.2157
25.38,2.4064,3.9879,18.3851
25.4,2.7319,4.4176,17.6404
25.42,3.0854,4.946,16.9893
25.44,3.4805,5.5819,16.4433
25.46,3.9301,6.335,16.019
25.48,4.4465,7.2149,15.7393
25.5,5.0412,8.2288,15.635
25.52,5.7247,9.3783,15.7458
25.54,6.5047,10.6543,16.121
25.56,7.3846,12.0302,16.8188
25.58,8.3598,13.4527,17.9011
25.6,9.4137,14.8324,19.4238
25.62,10.5126,16.0374,21.4183
25.64,11.6012,16.896,23.865
25.66,12.6006,17.2173,26.6639
25.68,13.4132,16.8356,29.6153
25.7,13.9364,15.6714,32.4307
25.72,14.0839,13.7854,34.787
25.74,13.8109,11.389,36.4143
25.76,13.1292,8.793,37.1767
25.78,12.1072,6.315,37.1013
25.8,10.8519,4.1928,36.344
25.82,9.483,2.5446,35.1175
25.84,8.1092,1.3797,33.6245
25.86,6.8141,0.6373,32.021
25.88,5.6517,0.2263,30.4079
25.9,4.6492,0.0549,28.8412
25.92,3.8135,0.0447,27.3465
25.94,3.1377,0.1361,25.9319
25.96,2.6071,0.2877,24.5966
25.98,2.2037,0.4728,23.3367
26,1.9088,0.6763,22.1474
26.02,1.7054,0.8914,21.0246
26.04,1.5788,1.1169,19.9646
26.06,1.5172,1.3556,18.9648
26.08,1.5117,1.6132,18.0235
26.1,1.5562,1.8971,17.1397
26.12,1.6473,2.2166,16.3136
26.14,1.784,2.5823,15.5463
26.16,1.9674,3.0063,14.8408
26.18,2.201,3.5025,14.2019
26.2,2.4902,4.0866,13.6374
26.22,2.8424,4.7758,13.159
26.24,3.267,5.5895,12.7835
26.26,3.7754,6.5474,12.5354
26.28,4.3803,7.669,12.4484
26.3,5.0955,8.9695,12.5691
26.32,5.9341,10.455,12.9592
26.34,6.9065,12.1132,13.6975
26.36,8.0163,13.9003,14.8778
26.38,9.2541,15.724,16.6004
26.4,10.5897,17.4255,18.9499
26.42,11.9622,18.77,21.9559
26.44,13.2733,19.4629,25.5381
26.46,14.3878,19.2102,29.4541
26.48,15.1499,17.8265,33.2895
26.5,15.4181,15.351,36.5339
26.52,15.1092,12.0947,38.7397
26.54,14.2317,8.5582,39.6871
26.56,12.8868,5.2516,39.4465
26.58,11.2374,2.5298,38.3035
26.6,9.4608,0.5304,36.6142
26.62,7.7093,-0.7857,34.6854
26.64,6.0905,-1.5519,32.7237
26.66,4.6654,-1.9256,30.8407
26.68,3.4564,-2.0468,29.0817
26.7,2.4595,-2.0238,27.4544
26.72,1.6548,-1.9327,25.9498
26.74,1.0147,-1.8238,24.5537
26.76,0.5095,-1.7277,23.2525
26.78,0.1107,-1.6622,22.0349
26.8,-0.2077,-1.637,20.8923
26.82,-0.4679,-1.6569,19.8182
26.84,-0.6891,-1.7245,18.8081
26.86,-0.887,-1.842,17.8587
26.88,-1.0752,-2.0117,16.968
26.9,-1.2652,-2.2375,16.1352
26.92,-1.4674,-2.5248,15.3605
26.94,-1.6913,-2.8812,14.6458
26.96,-1.9465,-3.3167,13.9948
26.98,-2.2427,-3.8436,13.4139
27,-2.5905,-4.4769,12.9128
27.02,-3.0013,-5.234,12.5063
27.04,-3.4881,-6.1342,12.2156
27.06,-4.0647,-7.1974,12.071
27.08,-4.7462,-8.4415,12.1145
27.1,-5.5476,-9.8776,12.4031
27.12,-6.482,-11.503,13.0113
27.14,-7.5573,-13.2881,14.0312
27.16,-8.7711,-15.1609,15.5673
27.18,-10.1024,-16.9863,17.7198
27.2,-11.5027,-18.5507,20.5509
27.22,-12.8861,-19.5653,24.0318
27.24,-14.1257,-19.7091,27.9811
27.26,-15.0639,-18.7262,32.0299
27.28,-15.5416,-16.5563,35.6637
27.3,-15.4436,-13.4237,38.3646
27.32,-14.7414,-9.8029,39.8005
27.34,-13.5087,-6.2517,39.9422
27.36,-11.8986,-3.2132,39.031
27.38,-10.0966,-0.9068,37.436
27.4,-8.2736,0.6587,35.5069
27.42,-6.5579,1.6034,33.4954
27.44,-5.0271,2.0919,31.5457
27.46,-3.7155,2.2801,29.721
27.48,-2.6257,2.2919,28.0366
27.5,-1.7406,2.2165,26.4852
27.52,-1.0328,2.1133,25.0518
27.54,-0.4717,2.0196,23.7209
27.56,-0.0265,1.9572,22.4797
27.58,0.3306,1.9384,21.3182
27.6,0.6242,1.9696,20.2294
27.62,0.8752,2.0546,19.2083
27.64,1.1013,2.1961,18.2516
27.66,1.3177,2.3974,17.3579
27.68,1.5373,2.6629,16.5267
27.7,1.7716,2.9988,15.7595
27.72,2.0317,3.4135,15.0597
27.74,2.3279,3.9179,14.433
27.76,2.6713,4.5249,13.8887
27.78,3.0734,5.2502,13.4405
27.8,3.5464,6.1107,13.1083
27.82,4.1037,7.1239,12.9201
27.84,4.7592,8.3056,12.9144
27.86,5.5266,9.6651,13.1434
27.88,6.418,11.199,13.6742
27.9,7.4402,12.8807,14.5897
27.92,8.5912,14.6453,15.9833
27.94,9.8523,16.3738,17.9447
27.96,11.1805,17.8784,20.5319
27.98,12.5001,18.9045,23.7257
28,13.699,19.1645,27.3776
28.02,14.6362,18.417,31.1754
28.04,15.1653,16.5775,34.6702
28.06,15.1732,13.8042,37.3867
28.08,14.6189,10.488,38.985
28.1,13.5523,7.1269,39.3794
28.12,12.1007,4.1518,38.7373
28.14,10.4301,1.8116,37.3712
28.16,8.7031,0.1598,35.6067
28.18,7.0485,-0.8844,33.6972
28.2,5.5506,-1.4612,31.8008
28.22,4.2519,-1.7151,29.9967
28.24,3.1631,-1.7676,28.313
28.26,2.2737,-1.7092,26.7507
28.28,1.5613,-1.6022,25.2999
28.3,0.9988,-1.4867,23.9478
28.32,0.558,-1.3868,22.6825
28.34,0.2126,-1.3157,21.4946
28.36,-0.0606,-1.2803,20.3764
28.38,-0.2814,-1.2836,19.3225
28.4,-0.4665,-1.3269,18.3286
28.42,-0.6297,-1.4114,17.3913
28.44,-0.7827,-1.5384,16.5084
28.46,-0.9351,-1.7107,15.6782
28.48,-1.0957,-1.9325,14.8999
28.5,-1.2724,-2.2099,14.1738
28.52,-1.4733,-2.5509,13.5013
28.54,-1.7063,-2.9662,12.8854
28.56,-1.9803,-3.4687,12.3315
28.58,-2.3051,-4.0743,11.8483
28.6,-2.692,-4.8017,11.4486
28.62,-3.1536,-5.6719,11.1518
28.64,-3.7044,-6.7078,10.9855
28.66,-4.3604,-7.9318,10.9893
28.68,-5.1386,-9.3623,11.218
28.7,-6.055,-11.0063,11.7452
28.72,-7.1223,-12.8485,12.6662
28.74,-8.3448,-14.8338,14.0952
28.76,-9.7102,-16.8445,16.1534
28.78,-11.1798,-18.6776,18.939
28.8,-12.6759,-20.0352,22.4727
28.82,-14.074,-20.5531,26.6243
28.84,-15.2064,-19.8931,31.0507
28.86,-15.8887,-17.8939,35.2054
28.88,-15.969,-14.7091,38.4726
28.9,-15.3822,-10.8194,40.3929
28.92,-14.1811,-6.8669,40.8444
28.94,-12.5207,-3.4083,40.0514
28.96,-10.6068,-0.7488,38.429
28.98,-8.6377,1.0679,36.3951
29,-6.7659,2.1677,34.2577
29.02,-5.0864,2.7399,32.1937
29.04,-3.6425,2.967,30.2792
29.06,-2.4397,2.9947,28.5308
29.08,-1.4601,2.9273,26.9376
29.1,-0.6736,2.8336,25.4796
29.12,-0.0455,2.7569,24.1375
29.14,0.4585,2.7226,22.8954
29.16,0.8701,2.7451,21.7421
29.18,1.2172,2.8326,20.6698
29.2,1.5237,2.9901,19.6742
29.22,1.81,3.2219,18.7533
29.24,2.0938,3.5325,17.9077
29.26,2.3903,3.9281,17.1404
29.28,2.7134,4.4166,16.4575
29.3,3.0758,5.0078,15.8682
29.32,3.4903,5.7129,15.3865
29.34,3.969,6.5443,15.0322
29.36,4.5245,7.5135,14.8325
29.38,5.1685,8.6287,14.8237
29.4,5.9117,9.8909,15.0528
29.42,6.762,11.2873,15.5782
29.44,7.7213,12.7827,16.4679
29.46,8.7819,14.308,17.7926
29.48,9.921,15.7497,19.6119
29.5,11.0946,16.9437,21.9495
29.52,12.2327,17.6836,24.7593
29.54,13.239,17.7542,27.8915
29.56,13.9995,16.9934,31.0786
29.58,14.4024,15.3673,33.9669
29.6,14.3664,13.0198,36.2009
29.62,13.8668,10.2548,37.5325
29.64,12.9469,7.4465,37.8969
29.66,11.7073,4.923,37.4095
29.68,10.2786,2.8858,36.296
29.7,8.7908,1.3964,34.8022
29.72,7.3512,0.4115,33.1322
29.74,6.0339,-0.1656,31.4245
29.76,4.8803,-0.4438,29.7583
29.78,3.9057,-0.5203,28.1707
29.8,3.1065,-0.4713,26.6734
29.82,2.4685,-0.3514,25.2655
29.84,1.9715,-0.1966,23.9414
29.86,1.5941,-0.0288,22.694
29.88,1.3158,0.1403,21.5169
29.9,1.1183,0.3061,20.4046
29.92,0.9863,0.4683,19.3527
29.94,0.9075,0.6298,18.3577
29.96,0.8725,0.7949,17.4166
29.98,0.8746,0.9694,16.527
30,0.9093,1.1598,15.6871
30.02,0.9743,1.3734,14.8955
30.04,1.0691,1.6185,14.1516
30.06,1.1947,1.9042,13.4554
30.08,1.354,2.2412,12.8079
30.1,1.5513,2.6418,12.2117
30.12,1.7925,3.1204,11.6712
30.14,2.0853,3.6938,11.1935
30.16,2.4394,4.3814,10.7898
30.18,2.8664,5.2056,10.4768
30.2,3.3801,6.1908,10.2788
30.22,3.9963,7.3623,10.2313
30.24,4.7325,8.7437,10.3838
30.26,5.6066,10.3505,10.8053
30.28,6.6347,12.1809,11.587
30.3,7.8268,14.1997,12.844
30.32,9.1797,16.3153,14.7075
30.34,10.667,18.3532,17.3028
30.36,12.2258,20.0345,20.7006
30.38,13.7445,20.9853,24.8421
30.4,15.06,20.8067,29.4557
30.42,15.9755,19.2235,34.0253
30.44,16.3055,16.2598,37.8818
30.46,15.9385,12.3228,40.4321
30.48,14.8851,8.0841,41.4047
30.5,13.28,4.2118,40.9349
30.52,11.3343,1.1347,39.4385
30.54,9.2697,-1.024,37.3916
30.56,7.2673,-2.3644,35.1712
30.58,5.4461,-3.0861,33.005
30.6,3.8657,-3.3955,30.997
30.62,2.5406,-3.4624,29.1743
30.64,1.4563,-3.4099,27.5266
30.66,0.5825,-3.32,26.0314
30.68,-0.1173,-3.2443,24.6655
30.7,-0.6804,-3.2135,23.4102
30.72,-1.1415,-3.245,22.2522
30.74,-1.5314,-3.3486,21.1827
30.76,-1.8766,-3.5302,20.1968
30.78,-2.1998,-3.7946,19.2934
30.8,-2.5205,-4.1463,18.4738
30.82,-2.8554,-4.5913,17.743
30.84,-3.2196,-5.1368,17.109
30.86,-3.6267,-5.7914,16.5845
30.88,-4.0896,-6.5642,16.1871
30.9,-4.6205,-7.4638,15.941
30.92,-5.2305,-8.4954,15.8783
30.94,-5.9293,-9.6581,16.0399
30.96,-6.7235,-10.9387,16.4761
30.98,-7.6146,-12.305,17.2443
31,-8.5955,-13.6969,18.4037
31.02,-9.6459,-15.0174,20.0035
31.04,-10.7281,-16.1288,22.0634
31.06,-11.7825,-16.8582,24.5469
31.08,-12.7279,-17.0236,27.3346
31.1,-13.4671,-16.4799,30.211
31.12,-13.9025,-15.1788,32.8844
31.14,-13.9583,-13.2124,35.0477
31.16,-13.6025,-10.8107,36.4638
31.18,-12.8591,-8.2815,37.0343
31.2,-11.8037,-5.9198,36.8143
31.22,-10.5444,-3.9331,35.9692
31.24,-9.1964,-2.4135,34.7053
31.26,-7.8612,-1.3553,33.2109
31.28,-6.6145,-0.6929,31.6269
31.3,-5.5039,-0.3375,30.0428
31.32,-4.552,-0.2026,28.5076
31.34,-3.7631,-0.2159,27.0431
31.36,-3.129,-0.3229,25.6561
31.38,-2.635,-0.4864,24.3459
31.4,-2.2636,-0.6828,23.1091
31.42,-1.997,-0.8991,21.9415
31.44,-1.8194,-1.13,20.8394
31.46,-1.7172,-1.3757,19.8
31.48,-1.6797,-1.64,18.8214
31.5,-1.6992,-1.9294,17.9024
31.52,-1.7706,-2.2523,17.0431
31.54,-1.8915,-2.6189,16.2446
31.56,-2.062,-3.0411,15.5097
31.58,-2.2843,-3.5322,14.8431
31.6,-2.563,-4.1073,14.2522
31.62,-2.9046,-4.7832,13.7484
31.64,-3.3176,-5.578,13.3479
31.66,-3.8125,-6.5108,13.0739
31.68,-4.4011,-7.5995,12.9588
31.7,-5.0961,-8.8584,13.0464
31.72,-5.9098,-10.293,13.3948
31.74,-6.8518,-11.8915,14.0779
31.76,-7.9252,-13.6131,15.1833
31.78,-9.1214,-15.3722,16.8044
31.8,-10.4121,-17.0225,19.0207
31.82,-11.7413,-18.3476,21.8624
31.84,-13.0182,-19.0745,25.261
31.86,-14.1171,-18.9262,29.0008
31.88,-14.8922,-17.7171,32.7063
31.9,-15.2074,-15.46,35.9037
31.92,-14.9771,-12.4184,38.1602
31.94,-14.1985,-9.0447,39.2375
31.96,-12.957,-5.8235,39.1641
31.98,-11.4006,-3.1135,38.1826
32,-9.6972,-1.0763,36.6218
32.02,-7.9963,0.2998,34.7805
32.04,-6.4078,1.1273,32.8704
32.06,-4.9972,1.5517,31.0128
32.08,-3.7922,1.7085,29.262
32.1,-2.7936,1.7056,27.6329
32.12,-1.9853,1.6205,26.1207
32.14,-1.3423,1.5052,24.7138
32.16,-0.8369,1.392,23.3998
32.18,-0.4419,1.3,22.168
32.2,-0.1324,1.2392,21.0097
32.22,0.1134,1.2144,19.9184
32.24,0.3136,1.2277,18.8891
32.26,0.4836,1.2799,17.9179
32.28,0.636,1.3719,17.0018
32.3,0.7812,1.5055,16.1387
32.32,0.9285,1.6836,15.327
32.34,1.0859,1.9106,14.5662
32.36,1.2609,2.1931,13.8566
32.38,1.4613,2.5395,13.1996
32.4,1.695,2.9607,12.5985
32.42,1.9707,3.4702,12.0588
32.44,2.2983,4.0844,11.5893
32.46,2.6891,4.8224,11.2034
32.48,3.1562,5.7059,10.9209
32.5,3.7142,6.7583,10.7702
32.52,4.3795,8.0026,10.792
32.54,5.1692,9.4575,11.0428
32.56,6.0999,11.1299,11.5986
32.58,7.1844,13.0031,12.5577
32.6,8.4265,15.019,14.0376
32.62,9.8132,17.054,16.1627
32.64,11.3032,18.8959,19.0316
32.66,12.8153,20.2347,22.6601
32.68,14.2195,20.6953,26.9048
32.7,15.3426,19.9367,31.4004
32.72,15.9965,17.8104,35.5767
32.74,16.0299,14.4987,38.8055
32.76,15.3844,10.5149,40.6366
32.78,14.123,6.5203,40.976
32.8,12.4104,3.069,40.0783
32.82,10.4584,0.4486,38.3779
32.84,8.4663,-1.3179,36.2967
32.86,6.5849,-2.3706,34.137
32.88,4.905,-2.9059,32.0676
32.9,3.4664,-3.108,30.1572
32.92,2.2715,-3.1216,28.4179
32.94,1.3,-3.0487,26.8358
32.96,0.5204,-2.9565,25.3897
32.98,-0.1027,-2.8866,24.06
33,-0.6044,-2.8633,22.8307
33.02,-1.0163,-2.9004,21.6909
33.04,-1.3666,-3.0057,20.6331
33.06,-1.6793,-3.1843,19.6535
33.08,-1.9749,-3.4405,18.7507
33.1,-2.271,-3.7792,17.9261
33.12,-2.5831,-4.2068,17.1837
33.14,-2.925,-4.7315,16.5308
33.16,-3.3099,-5.363,15.9785
33.18,-3.7504,-6.1124,15.5428
33.2,-4.2588,-6.9909,15.2462
33.22,-4.8472,-8.008,15.119
33.24,-5.5266,-9.1683,15.2012
33.26,-6.3064,-10.4667,15.543
33.28,-7.1915,-11.881,16.2052
33.3,-8.1798,-13.3627,17.2549
33.32,-9.2576,-14.8264,18.7564
33.34,-10.3936,-16.1407,20.753
33.36,-11.5343,-17.1278,23.24
33.38,-12.6003,-17.5817,26.1306
33.4,-13.4901,-17.312,29.2304
33.42,-14.0925,-16.2101,32.241
33.44,-14.3097,-14.3147,34.8122
33.46,-14.0847,-11.8336,36.6365
33.48,-13.4215,-9.0967,37.5447
33.5,-12.3862,-6.4545,37.5484
33.52,-11.0908,-4.1771,36.8084
33.54,-9.6634,-2.4034,35.5553
33.56,-8.2224,-1.1492,34.0125
33.58,-6.8592,-0.3498,32.3521
33.6,-5.6332,0.0939,30.685
33.62,-4.5741,0.2832,29.0711
33.64,-3.6897,0.3038,27.5369
33.66,-2.9724,0.221,26.0893
33.68,-2.4061,0.08,24.7262
33.7,-1.9711,-0.0899,23.4421
33.72,-1.647,-0.2718,22.2309
33.74,-1.4151,-0.4575,21.0871
33.76,-1.259,-0.6448,20.0061
33.78,-1.1655,-0.8354,18.9845
33.8,-1.124,-1.0334,18.0192
33.82,-1.1272,-1.245,17.1083
33.84,-1.1699,-1.4773,16.2501
33.86,-1.2496,-1.7387,15.4439
33.88,-1.3657,-2.0388,14.6899
33.9,-1.5196,-2.3881,13.989
33.92,-1.7145,-2.7993,13.344
33.94,-1.9555,-3.2864,12.7596
33.96,-2.2495,-3.8658,12.2431
33.98,-2.6053,-4.5561,11.8061
34,-3.0338,-5.3784,11.4654
34.02,-3.5478,-6.3552,11.2455
34.04,-4.1619,-7.5092,11.1814
34.06,-4.8921,-8.8604,11.3218
34.08,-5.7543,-10.42,11.7329
34.1,-6.7622,-12.1813,12.5011
34.12,-7.9227,-14.1044,13.7326
34.14,-9.2298,-16.0963,15.5457
34.16,-10.6548,-17.9872,18.0472
34.18,-12.135,-19.516,21.2884
34.2,-13.5638,-20.3424,25.1978
34.22,-14.7894,-20.1149,29.5131
34.24,-15.6331,-18.6011,33.7603
34.26,-15.9291,-15.8368,37.3406
34.28,-15.58,-12.1896,39.7283
34.3,-14.5964,-8.2557,40.6783
34.32,-13.0992,-4.6318,40.299
34.34,-11.2786,-1.7123,38.9491
34.36,-9.3367,0.374,37.0515
34.38,-7.4419,1.7008,34.9518
34.4,-5.7081,2.4389,32.8689
34.42,-4.1951,2.7736,30.91
34.44,-2.9209,2.862,29.1099
34.46,-1.8752,2.821,27.4662
34.48,-1.0321,2.7303,25.962
34.5,-0.3588,2.6408,24.578
34.52,0.1789,2.5832,23.2975
34.54,0.6131,2.5754,22.1079
34.56,0.9727,2.6271,21.0001
34.58,1.2826,2.7442,19.9687
34.6,1.5639,2.9307,19.0103
34.62,1.8349,3.1908,18.1243
34.64,2.1112,3.5299,17.3121
34.66,2.4068,3.9549,16.5775
34.68,2.7346,4.4747,15.9274
34.7,3.1069,5.1004,15.3723
34.72,3.5361,5.8444,14.9276
34.74,4.0344,6.72,14.6151
34.76,4.6144,7.7392,14.4646
34.78,5.2882,8.9104,14.5158
34.8,6.0665,10.2329,14.8202
34.82,6.9564,11.6902,15.4411
34.84,7.9587,13.2403,16.4513
34.86,9.0631,14.8028,17.9249
34.88,10.2419,16.2484,19.92
34.9,11.4441,17.3936,22.4502
34.92,12.5905,18.0151,25.447
34.94,13.5749,17.8919,28.7254
34.96,14.2764,16.8777,31.9778
34.98,14.5825,14.9795,34.8212
35,14.4206,12.3973,36.8992
35.02,13.7829,9.4834,37.9975
35.04,12.7327,6.631,38.1049
35.06,11.3873,4.1537,37.387
35.08,9.8861,2.2188,36.0984
35.1,8.36,0.8512,34.4903
35.12,6.9107,-0.0189,32.7567
35.14,5.6044,-0.5021,31.0212
35.16,4.4745,-0.7116,29.3493
35.18,3.5294,-0.7433,27.7677
35.2,2.7606,-0.6693,26.2821
35.22,2.1504,-0.5402,24.8881
35.24,1.6768,-0.3883,23.5782
35.26,1.317,-0.2327,22.3446
35.28,1.0502,-0.0832,21.1805
35.3,0.858,0.0566,20.0802
35.32,0.7251,0.1869,19.0391
35.34,0.6392,0.3102,18.0536
35.36,0.5908,0.4302,17.1204
35.38,0.573,0.5517,16.2368
35.4,0.581,0.6795,15.4004
35.42,0.6117,0.8192,14.6092
35.44,0.6637,0.9764,13.8616
35.46,0.737,1.1577,13.1562
35.48,0.8326,1.3703,12.4922
35.5,0.953,1.6224,11.8694
35.52,1.1018,1.9238,11.2884
35.54,1.2837,2.2861,10.7509
35.56,1.5051,2.7231,10.2605
35.58,1.7738,3.2511,9.8228
35.6,2.0996,3.8898,9.4471
35.62,2.4942,4.6618,9.1475
35.64,2.9717,5.5933,8.9449
35.66,3.5487,6.7129,8.8706
35.68,4.244,8.0496,8.9694
35.7,5.0779,9.6286,9.3054
35.72,6.0707,11.4627,9.9665
35.74,7.2392,13.5381,11.0694
35.76,8.5902,15.7915,12.7574
35.78,10.1109,18.0791,15.1855
35.8,11.7546,20.1438,18.4807
35.82,13.4244,21.6015,22.6658
35.84,14.9623,21.9846,27.5556
35.86,16.1564,20.8805,32.6751
35.88,16.7805,18.1493,37.2949
35.9,16.6645,14.097,40.6523
35.92,15.765,9.4313,42.2749
35.94,14.1907,4.9735,42.1777
35.96,12.1632,1.3252,40.7831
35.98,9.9386,-1.2819,38.6578
36,7.7381,-2.9202,36.2813
36.02,5.7132,-3.8128,33.9535
36.04,3.9438,-4.2059,31.8134
36.06,2.454,-4.3054,29.8976
36.08,1.2316,-4.2605,28.193
36.1,0.2444,-4.1703,26.6699
36.12,-0.5483,-4.0963,25.2983
36.14,-1.1885,-4.0746,24.0545
36.16,-1.7152,-4.1257,22.9218
36.18,-2.1635,-4.2607,21.8902
36.2,-2.5633,-4.4857,20.9548
36.22,-2.9402,-4.8049,20.1156
36.24,-3.3158,-5.222,19.3762
36.26,-3.7084,-5.7412,18.7447
36.28,-4.1338,-6.3667,18.2333
36.3,-4.6058,-7.1026,17.8592
36.32,-5.1362,-7.9511,17.6455
36.34,-5.7346,-8.9102,17.6214
36.36,-6.4082,-9.9706,17.8227
36.38,-7.1597,-11.1103,18.2904
36.4,-7.9861,-12.2901,19.0678
36.42,-8.8756,-13.4465,20.1938
36.44,-9.8043,-14.4884,21.6913
36.46,-10.7337,-15.2979,23.5521
36.48,-11.6091,-15.7407,25.7178
36.5,-12.3616,-15.6905,28.0662
36.52,-12.9153,-15.0638,30.4112
36.54,-13.2001,-13.8575,32.5264
36.56,-13.1672,-12.1686,34.1921
36.58,-12.8029,-10.182,35.251
36.6,-12.1345,-8.1249,35.6457
36.62,-11.2247,-6.208,35.4229
36.64,-10.1578,-4.5804,34.7023
36.66,-9.0224,-3.3124,33.6324
36.68,-7.8973,-2.407,32.3526
36.7,-6.843,-1.8228,30.9725
36.72,-5.8992,-1.499,29.5675
36.74,-5.0872,-1.373,28.1837
36.76,-4.4138,-1.3904,26.8464
36.78,-3.8756,-1.5091,25.5682
36.8,-3.4635,-1.6991,24.3541
36.82,-3.1657,-1.9415,23.2061
36.84,-2.9699,-2.2264,22.1248
36.86,-2.8648,-2.5503,21.1109
36.88,-2.8413,-2.9151,20.1659
36.9,-2.8925,-3.3264,19.2923
36.92,-3.0139,-3.7927,18.4947
36.94,-3.2038,-4.3245,17.7794
36.96,-3.4627,-4.9337,17.1561
36.98,-3.7934,-5.6335,16.638
37,-4.2005,-6.4366,16.2432
37.02,-4.6901,-7.3549,15.9962
37.04,-5.2687,-8.3962,15.9288
37.06,-5.943,-9.5618,16.0816
37.08,-6.7172,-10.8407,16.5044
37.1,-7.5913,-12.2029,17.2537
37.12,-8.5575,-13.591,18.3884
37.14,-9.5955,-14.9114,19.9577
37.16,-10.6681,-16.0299,21.9828
37.18,-11.7171,-16.7774,24.4304
37.2,-12.6623,-16.9739,27.1865
37.22,-13.4083,-16.4734,30.0428
37.24,-13.8578,-15.2224,32.7137
37.26,-13.9343,-13.3043,34.8948
37.28,-13.6032,-10.9398,36.346
37.3,-12.8852,-8.4309,36.9614
37.32,-11.8527,-6.0718,36.787
37.34,-10.6112,-4.0739,35.9811
37.36,-9.2749,-2.5356,34.7465
37.38,-7.9456,-1.4565,33.2717
37.4,-6.7002,-0.7749,31.6992
37.42,-5.5874,-0.404,30.121
37.44,-4.6313,-0.2578,28.5881
37.46,-3.8372,-0.2635,27.1239
37.48,-3.1979,-0.3663,25.7362
37.5,-2.6991,-0.5283,24.4248
37.52,-2.3237,-0.7252,23.1866
37.54,-2.0541,-0.9437,22.0177
37.56,-1.8745,-1.1781,20.9145
37.58,-1.7715,-1.4285,19.8744
37.6,-1.7343,-1.6985,18.8954
37.62,-1.7551,-1.9947,17.9766
37.64,-1.8289,-2.3256,17.1181
37.66,-1.9534,-2.7015,16.3215
37.68,-2.1286,-3.1343,15.5896
37.7,-2.3568,-3.6375,14.9276
37.72,-2.6427,-4.2265,14.3435
37.74,-2.9929,-4.918,13.8491
37.76,-3.4159,-5.73,13.4617
37.78,-3.9223,-6.6814,13.2056
37.8,-4.5237,-7.7892,13.1144
37.82,-5.2326,-9.0664,13.2336
37.84,-6.0607,-10.5158,13.6229
37.86,-7.0166,-12.1218,14.3573
37.88,-8.1016,-13.8378,15.5243
37.9,-9.3044,-15.5707,17.2148
37.92,-10.5933,-17.1659,19.501
37.94,-11.9078,-18.4005,22.4001
37.96,-13.1528,-19.0024,25.8242
37.98,-14.2007,-18.7073,29.5368
38,-14.9074,-17.3572,33.1495
38.02,-15.1443,-15,36.1945
38.04,-14.838,-11.9268,38.2672
38.06,-13.9983,-8.5945,39.1693
38.08,-12.7199,-5.4683,38.962
38.1,-11.153,-2.8755,37.9007
38.12,-9.462,-0.9498,36.3084
38.14,-7.7896,0.3361,34.4684
38.16,-6.2384,1.0989,32.5769
38.18,-4.8679,1.4813,30.7439
38.2,-3.7017,1.613,29.0176
38.22,-2.7383,1.5964,27.4099
38.24,-1.9604,1.5044,25.9157
38.26,-1.3434,1.3855,24.5235
38.28,-0.8598,1.2697,23.2217
38.3,-0.4831,1.1745,21.9998
38.32,-0.1892,1.1088,20.8499
38.34,0.0425,1.0768,19.7656
38.36,0.2298,1.08,18.742
